mileage,manufactured-year,engine-size,owners,price,make
113500.0,2002,1.6,4,2599.0,Citroen
78000.0,2007,2.1,8,3000.0,Mercedes-Benz
64545.0,2013,2.0,3,10495.0,Audi
22263.0,2015,1.2,,6900.0,Peugeot
66000.0,2014,1.2,3,6695.0,Volkswagen
60000.0,2005,2.0,5,2505.0,Saab
77622.0,2011,2.0,,3995.0,Vauxhall
64049.0,2013,1.4,5,4349.0,Vauxhall
59412.0,2014,1.6,3,7415.0,Vauxhall
42000.0,2016,2.0,,8700.0,SKODA
64654.0,2012,1.5,,7000.0,Nissan
64062.0,2013,1.2,2,3990.0,Nissan
30242.0,2018,1.4,,6800.0,Vauxhall
43604.0,2016,1.4,1,5200.0,Vauxhall
61000.0,2013,1.5,2,3599.0,Renault
72000.0,2013,1.6,,5995.0,MINI
13375.0,2018,1.5,1,10995.0,Nissan
35600.0,2014,1.6,2,5700.0,SEAT
52200.0,2015,2.0,2,11995.0,BMW
59412.0,2014,1.6,3,7415.0,Vauxhall
16500.0,2011,1.2,,5500.0,Vauxhall
96000.0,2006,1.2,,1495.0,Vauxhall
62297.0,2013,2.1,2,12995.0,Mercedes-Benz
26666.0,2017,1.6,,12000.0,Hyundai
91422.0,1991,1.6,5,3800.0,Mazda
17824.0,2019,1.4,,8850.0,Vauxhall
68477.0,2007,1.4,,1495.0,Peugeot
53984.0,2014,1.6,,5395.0,Citroen
29002.0,2017,1.7,,12200.0,Hyundai
34851.0,2016,1.4,,6700.0,Vauxhall
75000.0,2010,1.6,,4500.0,Volkswagen
17213.0,2014,1.2,,5400.0,Vauxhall
17798.0,2018,1.0,,9850.0,Volkswagen
43443.0,2017,1.6,2,7700.0,DS AUTOMOBILES
73000.0,2011,1.0,2,1950.0,Citroen
43458.0,2015,1.6,2,6900.0,Vauxhall
28598.0,2015,2.1,2,17000.0,Mercedes-Benz
69500.0,2012,1.2,,2450.0,Nissan
50599.0,2014,1.8,2,10500.0,Lexus
23360.0,2018,1.1,,7850.0,Ford
17798.0,2018,1.0,,9850.0,Volkswagen
16500.0,2011,1.2,,5500.0,Vauxhall
80000.0,2008,1.1,5,999.0,Kia
22097.0,2017,1.6,2,8495.0,Vauxhall
11488.0,2019,1.4,,9349.0,Vauxhall
19416.0,2017,1.2,1,8850.0,MINI
94648.0,2007,1.4,,2350.0,Fiat
57500.0,2014,1.4,,5160.0,Vauxhall
70000.0,2008,2.0,,5395.0,BMW
82894.0,2010,1.6,2,2395.0,Peugeot
140000.0,2002,1.8,5,750.0,Volkswagen
57924.0,2018,1.4,,8200.0,Vauxhall
77622.0,2011,2.0,,3995.0,Vauxhall
46567.0,2013,1.8,1,5500.0,Toyota
28865.0,2018,1.6,1,10400.0,Vauxhall
11044.0,2019,1.2,,7900.0,Hyundai
65000.0,2006,1.6,,2895.0,MINI
81861.0,2013,1.6,3,3495.0,Vauxhall
44000.0,2016,1.6,1,8000.0,Honda
26523.0,2018,1.5,,18995.0,Mercedes-Benz
38000.0,2015,1.2,,4799.0,Fiat
35990.0,2017,1.0,,6650.0,Smart
123000.0,2010,1.4,4,4000.0,Volkswagen
72000.0,2011,1.6,5,2495.0,SEAT
48313.0,2015,1.0,,5290.0,Toyota
117250.0,2012,1.8,,3995.0,Honda
46567.0,2013,1.8,1,5500.0,Toyota
59412.0,2014,1.6,3,7415.0,Vauxhall
54873.0,2017,2.5,2,11995.0,Hyundai
46412.0,2015,1.0,,6900.0,Ford
60000.0,2006,1.5,6,1495.0,Renault
28356.0,2017,1.2,,8950.0,Peugeot
110200.0,2004,2.0,5,1450.0,Toyota
58291.0,2016,2.0,,11500.0,BMW
64000.0,2011,2.0,3,4495.0,Vauxhall
23504.0,2017,1.6,,8600.0,Vauxhall
57465.0,2015,2.0,3,9495.0,Volkswagen
83000.0,2006,1.2,3,2995.0,Fiat
117250.0,2012,1.8,,3995.0,Honda
17798.0,2018,1.0,,9850.0,Volkswagen
17213.0,2014,1.2,,5400.0,Vauxhall
74000.0,2011,1.6,5,4999.0,MINI
12024.0,2019,1.6,2,10495.0,Nissan
31070.0,2017,1.5,,10550.0,Nissan
111560.0,2006,1.2,2,995.0,Honda
24060.0,2017,1.2,,12150.0,Nissan
38709.0,2014,1.6,,6400.0,Peugeot
67642.0,2010,2.0,4,3250.0,Mercedes-Benz
68316.0,2014,2.1,2,10795.0,Mercedes-Benz
76993.0,2012,1.2,2,2804.0,SEAT
41306.0,2017,1.0,,6800.0,Vauxhall
74949.0,2006,1.6,,1595.0,Ford
28865.0,2018,1.6,1,10400.0,Vauxhall
46419.0,2013,1.6,1,4850.0,Citroen
43196.0,2015,1.6,,6800.0,SKODA
29400.0,2015,1.2,1,5200.0,Hyundai
55500.0,2015,1.7,,7100.0,Hyundai
6332.0,2020,1.0,,13500.0,Hyundai
50300.0,2013,1.4,3,4450.0,SEAT
56855.0,2016,1.5,,6050.0,Nissan
43184.0,2015,1.2,,6000.0,Peugeot
73000.0,2011,1.4,3,3495.0,Vauxhall
115000.0,2005,1.6,4,995.0,Vauxhall
33000.0,2016,1.0,2,6500.0,Suzuki
50000.0,2016,1.4,,5350.0,Vauxhall
17213.0,2014,1.2,,5400.0,Vauxhall
83900.0,2012,1.6,4,4495.0,Ford
95000.0,2011,1.4,2,2790.0,SEAT
29002.0,2017,1.7,,12200.0,Hyundai
43002.0,2012,1.0,,3550.0,Citroen
47000.0,2014,1.25,3,4299.0,Ford
34783.0,2019,1.4,,8500.0,Vauxhall
12915.0,2017,2.0,,9400.0,DS AUTOMOBILES
22097.0,2017,1.6,2,8495.0,Vauxhall
140325.0,2017,2.0,1,10415.0,Audi
30754.0,2017,0.9,,8200.0,Renault
74949.0,2006,1.6,,1595.0,Ford
40000.0,2013,2.2,,6495.0,Mazda
40000.0,2013,2.2,,6495.0,Mazda
68250.0,2015,1.6,2,6999.0,Suzuki
18007.0,2017,1.0,,6050.0,Peugeot
78000.0,2011,1.3,,2495.0,Vauxhall
61291.0,2011,1.2,2,3022.0,Ford
11095.0,2018,1.2,,8200.0,Ford
62297.0,2013,2.1,2,12995.0,Mercedes-Benz
26060.0,2019,1.4,,9500.0,Vauxhall
31110.0,2016,1.6,2,11995.0,Nissan
59500.0,2011,1.6,,7100.0,MINI
90000.0,2008,1.6,,1271.0,Citroen
40000.0,2013,2.2,,6495.0,Mazda
40000.0,2013,2.2,,6495.0,Mazda
1957.0,2020,1.0,,16800.0,Hyundai
47510.0,2011,2.0,,6450.0,Volvo
21946.0,2016,1.2,,6750.0,Peugeot
71000.0,2000,1.4,4,749.0,Honda
14845.0,2018,1.5,2,8995.0,Nissan
37000.0,2015,1.4,3,4900.0,Vauxhall
19487.0,2017,1.0,,5600.0,Vauxhall
79078.0,2014,1.7,3,5795.0,Vauxhall
14184.0,2016,1.2,,8100.0,Citroen
11508.0,2019,1.0,,9898.0,Vauxhall
90000.0,2008,1.6,,1271.0,Citroen
40000.0,2013,2.2,,6495.0,Mazda
15925.0,2018,1.4,,8450.0,Vauxhall
76584.0,2015,1.4,,4450.0,Vauxhall
27766.0,2018,0.9,1,9995.0,Nissan
88000.0,2005,3.5,5,4695.0,Chrysler
39401.0,2016,1.25,,6950.0,Ford
43000.0,2016,1.0,,5450.0,Toyota
61688.0,2015,1.4,2,6950.0,Volkswagen
60773.0,2017,1.4,,6800.0,Vauxhall
44385.0,2017,1.0,,6100.0,Hyundai
98000.0,2010,3.0,2,11999.0,Audi
13466.0,2017,1.4,,9150.0,Vauxhall
80000.0,2007,1.4,,990.0,Vauxhall
15925.0,2018,1.4,,8450.0,Vauxhall
66000.0,2014,1.2,,5295.0,SEAT
60026.0,2008,1.6,4,3150.0,MINI
19716.0,2018,1.5,1,10000.0,Mazda
58864.0,2015,2.0,1,10700.0,Jaguar
27672.0,2017,1.4,,6800.0,Vauxhall
24442.0,2012,2.0,1,8871.0,Kia
17084.0,2019,2.0,1,16900.0,Ford
22412.0,2019,1.4,,10250.0,Vauxhall
30858.0,2015,1.2,3,5904.0,Fiat
14644.0,2019,1.2,,11500.0,Peugeot
33990.0,2017,1.4,1,5950.0,Vauxhall
111000.0,2008,2.0,6,2900.0,BMW
66000.0,2014,1.2,,5295.0,SEAT
51802.0,2015,1.4,1,5400.0,Vauxhall
28000.0,2013,1.6,,6995.0,MINI
78000.0,1998,2.5,6,4200.0,BMW
53267.0,2015,1.5,,7990.0,MINI
146800.0,2008,1.8,4,3000.0,Audi
82000.0,2005,1.2,4,1000.0,Volkswagen
27985.0,2016,1.0,,9550.0,Ford
34500.0,2015,1.0,,5050.0,Citroen
90500.0,2013,2.0,4,6200.0,BMW
2885.0,2019,2.0,,16300.0,Mazda
90000.0,2008,1.2,,1200.0,Volkswagen
80000.0,2007,1.4,,990.0,Vauxhall
23000.0,2015,1.2,1,5795.0,Renault
39215.0,2015,1.2,,7700.0,SEAT
66000.0,2011,1.4,2,3799.0,Hyundai
63000.0,2015,1.4,3,7995.0,Abarth
54489.0,2015,1.2,,5700.0,Hyundai
64000.0,2011,2.0,3,4495.0,Vauxhall
57000.0,2018,1.5,1,12500.0,Nissan
95000.0,2008,5.5,2,8150.0,Mercedes-Benz
58291.0,2016,2.0,1,11400.0,BMW
95000.0,2007,1.25,,999.0,Ford
80000.0,2007,1.4,,990.0,Vauxhall
39215.0,2015,1.2,,7700.0,SEAT
51802.0,2015,1.4,1,5400.0,Vauxhall
2334.0,2020,1.0,1,10695.0,Nissan
55500.0,2014,1.6,1,5879.0,Peugeot
86159.0,2012,1.0,3,2999.0,Kia
68000.0,2012,1.2,2,2999.0,Hyundai
30899.0,2014,1.2,,5350.0,Hyundai
13946.0,2018,0.9,,8695.0,Renault
33281.0,2016,1.5,3,11790.0,Mercedes-Benz
12179.0,2018,1.0,,6700.0,Kia
59418.0,2012,1.4,,4250.0,Vauxhall
27500.0,2018,1.0,,10000.0,Hyundai
62000.0,2002,1.0,,991.0,Nissan
51802.0,2015,1.4,1,5400.0,Vauxhall
66000.0,2014,1.2,,5295.0,SEAT
28000.0,2017,1.6,,13450.0,Nissan
9944.0,2017,1.0,2,5995.0,Volkswagen
39367.0,2017,1.6,,8100.0,Vauxhall
43237.0,2011,1.2,4,1200.0,Fiat
12962.0,2016,1.2,,8495.0,Nissan
28222.0,2015,1.25,,6800.0,Ford
32865.0,2015,1.2,,5350.0,Fiat
81816.0,2014,1.6,3,5995.0,Citroen
55423.0,2010,1.4,2,4600.0,Volkswagen
144501.0,2004,2.0,,1495.0,Land Rover
66000.0,2014,1.2,,5295.0,SEAT
21558.0,2018,1.0,,6150.0,Dacia
20704.0,2017,1.2,,12300.0,Nissan
39897.0,2014,1.4,,5500.0,Vauxhall
14058.0,2018,1.4,2,8440.0,Vauxhall
50000.0,2011,1.2,1,3250.0,Vauxhall
38803.0,2014,1.2,,4950.0,Vauxhall
26514.0,2017,1.0,,5450.0,Citroen
40000.0,2008,1.25,,2650.0,Ford
15290.0,2018,0.9,,8795.0,Nissan
3325.0,2020,1.0,1,12995.0,Nissan
90100.0,2005,2.0,3,1345.0,Citroen
80000.0,2007,1.4,,990.0,Vauxhall
21558.0,2018,1.0,,6150.0,Dacia
45001.0,2016,1.4,,6700.0,Vauxhall
43708.0,2015,1.0,,4500.0,Vauxhall
60056.0,2013,2.0,2,8195.0,SEAT
70000.0,2010,1.3,,1795.0,Suzuki
23147.0,2016,0.9,2,7495.0,Renault
29114.0,2018,2.0,1,18500.0,Mitsubishi
27309.0,2012,1.2,2,4500.0,Fiat
25426.0,2016,1.7,,10800.0,Hyundai
63000.0,2012,1.6,,3999.0,Citroen
29000.0,2015,2.2,2,8440.0,Infiniti
55115.0,2017,1.5,1,10600.0,Nissan
46567.0,2013,1.8,1,5500.0,Toyota
45573.0,2012,2.2,,6150.0,Vauxhall
64654.0,2012,1.5,5,7000.0,Nissan
48324.0,2013,1.6,2,5600.0,Toyota
6540.0,2018,1.5,,11995.0,Toyota
25726.0,2017,1.2,1,10495.0,Nissan
13744.0,2018,1.2,,7400.0,Fiat
61500.0,2012,2.1,1,12995.0,Mercedes-Benz
42937.0,2013,1.4,1,7995.0,Volkswagen
26045.0,2017,1.2,1,8495.0,Suzuki
100000.0,2007,1.8,3,1690.0,Ford
54414.0,2016,1.6,,6750.0,DS AUTOMOBILES
46847.0,2014,1.0,,4800.0,Hyundai
63000.0,2010,1.6,,3519.0,Ford
18300.0,2015,1.2,1,7450.0,Citroen
45573.0,2012,2.2,,6150.0,Vauxhall
37000.0,2011,1.4,3,2295.0,Peugeot
52200.0,2015,2.0,2,11995.0,BMW
54048.0,2018,1.0,,10450.0,Audi
44000.0,2016,1.6,,7900.0,Honda
49859.0,2016,2.0,,9043.0,Ford
73000.0,2011,1.8,,2995.0,Vauxhall
20002.0,2018,1.25,1,8250.0,Kia
52000.0,2016,1.25,,5800.0,Ford
27000.0,2018,0.9,,8700.0,Renault
72000.0,2013,1.6,,5995.0,MINI
21558.0,2018,1.0,,6150.0,Dacia
45573.0,2012,2.2,,6150.0,Vauxhall
45573.0,2012,2.2,,6150.0,Vauxhall
25305.0,2018,1.5,,13600.0,Nissan
133070.0,2005,1.6,4,2495.0,MINI
50271.0,2015,2.0,2,13995.0,Audi
18021.0,2018,1.2,,10100.0,Vauxhall
81703.0,2008,1.2,,1495.0,Vauxhall
11071.0,2018,1.0,,9995.0,Hyundai
99000.0,2009,1.2,4,1100.0,Vauxhall
115000.0,2005,1.6,4,995.0,Vauxhall
55000.0,2011,1.9,,4695.0,Renault
24206.0,2016,2.0,2,10495.0,Mazda
51802.0,2015,1.4,1,5400.0,Vauxhall
62165.0,2011,1.2,,3150.0,Vauxhall
57341.0,2017,1.6,,7500.0,Vauxhall
85500.0,2006,1.6,5,1000.0,Citroen
26447.0,2016,1.6,2,8495.0,Peugeot
78000.0,2010,2.0,2,2995.0,Vauxhall
23484.0,2017,1.5,1,8495.0,Dacia
32264.0,2016,2.0,2,8595.0,Mazda
30000.0,2017,1.2,,9950.0,Nissan
6789.0,2017,1.6,,9150.0,Vauxhall
91422.0,1991,1.6,5,3800.0,Mazda
123000.0,2010,1.4,4,4000.0,Volkswagen
43788.0,2013,1.2,,4500.0,Vauxhall
15925.0,2018,1.4,,8450.0,Vauxhall
57341.0,2017,1.6,,7500.0,Vauxhall
64654.0,2012,1.5,5,7000.0,Nissan
27827.0,2017,2.0,,15300.0,Jeep
15563.0,2018,1.2,2,8795.0,Fiat
46412.0,2015,1.0,,6800.0,Ford
61000.0,2010,1.2,3,2499.0,Hyundai
2067.0,2019,1.0,1,10695.0,Nissan
91000.0,2011,2.1,3,6999.0,Mercedes-Benz
22386.0,2017,1.0,,7695.0,Nissan
30242.0,2018,1.4,,6800.0,Vauxhall
67642.0,2010,2.0,4,3250.0,Mercedes-Benz
19274.0,2016,1.2,1,8495.0,Volkswagen
51802.0,2015,1.4,1,5400.0,Vauxhall
46000.0,2016,1.4,,6195.0,Vauxhall
