mileage,manufactured-year,engine-size,owners,price,make,guid
138000.0,2007,2.0,,1150.0,Audi,e4fab702-ddc5-4d1c-a8ca-b5a2a324e001
63219.0,2015,2.2,1,7298.0,Mazda,ff52716b-16a0-4f5a-9729-789f0362d833
41791.0,2016,1.0,1,7150.0,Vauxhall,e6b73ad2-533e-4e4e-a42a-fb8b754ad94d
54288.0,2016,1.0,2,4995.0,Toyota,1dd70171-fdd3-4b05-be6c-d7f87e6d8fc4
40994.0,2017,1.4,,8400.0,Vauxhall,ce6244b9-1a5b-43d5-9abc-188217ac9fdf
42918.0,2016,1.6,,7150.0,DS AUTOMOBILES,9187bfa1-54d3-4adc-a912-6f36571d2603
33508.0,2016,2.0,2,11495.0,Volkswagen,fabaed6c-b301-467b-a85f-bcae57f38864
27575.0,2013,1.6,,8400.0,BMW,5b34d40e-d2dd-4dbd-98e0-5b207c7552b8
116755.0,2004,1.9,8,1449.0,Citroen,6a0fcdd0-5f1e-4f10-a080-a67defc632e9
12701.0,2018,1.0,,7000.0,Kia,cbcd893b-9649-45c9-9719-864ef5cdc210
40171.0,2015,1.2,,7000.0,Peugeot,c963ba55-59da-459c-a028-04a796a39cf5
28682.0,2015,1.25,,6550.0,Kia,53392e9c-d3af-4f8f-9ab7-03f16eebad97
45000.0,2014,1.2,1,4100.0,Vauxhall,3b63556a-846f-490e-af5b-8729fca5414d
83500.0,2010,1.2,,2250.0,Renault,9b6eb2b7-60ca-4bcd-8972-7f0b13a50170
41791.0,2016,1.0,1,7150.0,Vauxhall,e506b7a8-5fb5-449f-90f2-c3780da9f90c
42495.0,2018,1.7,,9698.0,Hyundai,48eb6f38-4226-4b28-a1b7-90b8e19fb418
21306.0,2018,1.2,,10950.0,Renault,c0fe7379-e527-43ac-bebc-33a39e5d67af
48323.0,2016,1.4,,7450.0,Vauxhall,38fad196-e67d-438a-9c3a-05042fb06eb8
111000.0,2007,2.0,3,3995.0,BMW,6b46f112-bdce-47b6-bf76-37fc9a047c6f
22526.0,2017,1.2,1,14795.0,Nissan,312d7ad2-af99-43ba-8f53-731086dec143
26076.0,2017,1.7,,11900.0,Kia,0c98b55f-a5b4-4b26-a2aa-667d40331f90
82140.0,2014,2.0,2,8250.0,Volkswagen,bec56986-71d6-4694-b1da-56bf91d3120a
13932.0,2018,1.1,1,7995.0,Ford,9c6d0e24-b46a-4e0d-87fb-1a61ae729f09
62184.0,2014,1.3,,5699.0,Fiat,f4ef3125-b232-4ee3-9749-60c5aeae85e0
42165.0,2016,1.5,,7500.0,Nissan,1cb346b3-289e-460f-bdbb-10addb9854bb
76000.0,2005,1.6,,1990.0,Renault,fceea7e7-8b1b-4307-b9f8-931573b50e04
29567.0,2018,1.2,,6698.0,Citroen,84cfe37c-982f-4daa-b160-47a59b639db3
56077.0,2014,1.2,,3800.0,Vauxhall,0a56b014-777d-4aa5-ae64-fc0a6b881e27
34610.0,2016,2.0,1,10995.0,Mazda,bd0ac5e2-41fc-47b8-a4ee-ee27b2ac52ed
79000.0,2007,1.8,,4995.0,Mercedes-Benz,17a5406c-106b-468e-bb13-e15bc15607f1
32618.0,2018,1.6,,9998.0,Vauxhall,8007bcc7-a642-4109-9d46-1c7c8c4f497b
7498.0,2019,1.2,,9000.0,Ford,ce2c058e-919d-480d-81b8-c6fea218f374
51000.0,2015,1.5,2,6550.0,Ford,784d5119-6613-497f-9ddb-ace52d5dd6ba
96127.0,2008,1.4,3,1295.0,SKODA,6197cdc3-50be-4c52-a34c-84754990b8f5
49858.0,2016,1.6,,7799.0,Suzuki,17065d4f-2dc3-4286-a7d3-79b7ebc7e66f
35680.0,2017,1.5,,11700.0,Nissan,bc547e3e-38c3-4e56-89b3-c77b5c536227
15896.0,2015,1.6,,7700.0,Peugeot,c7ea781a-fcb7-4e20-b978-92302f2e8c38
35210.0,2015,1.2,,6700.0,Hyundai,c22262e2-3975-4de3-bfc6-914c41facb73
35669.0,2014,1.5,,4995.0,Dacia,c366339d-b331-424a-b25b-3760a730671e
56077.0,2014,1.2,,3800.0,Vauxhall,65e1e7ed-6424-483e-a91e-b6df982f6d2a
27971.0,2014,1.5,1,6200.0,Renault,fe6cabfc-b293-43f1-9f6c-e8835a8751a7
25204.0,2018,1.0,,10800.0,Ford,09ef3e29-b920-465a-b0d7-afa2899bef47
24333.0,2016,1.2,,6999.0,Suzuki,69fe74e0-9167-4a0e-8e79-b1a46464607d
30920.0,2017,1.6,,10650.0,Citroen,d417be0c-5057-4b25-b8cc-b1444c4f50d2
5600.0,2018,1.4,,7600.0,Vauxhall,35904a57-f9cb-41ca-8003-84287143afb9
21706.0,2017,1.5,,7500.0,Nissan,f2342a12-cdcb-44eb-a241-d8fcf838f232
59084.0,2007,3.2,6,7499.0,Alfa Romeo,a325d79c-2827-42bc-a544-2bc2c4cae7f1
90100.0,2012,2.0,2,4500.0,Ford,e3ef6bf4-e94b-4db4-9384-ecbb975a597c
43236.0,2014,1.25,,5845.0,Ford,53054e81-60bc-4bc2-9813-57074c19d292
23394.0,2017,2.0,,15900.0,Volkswagen,49eef7b5-0387-4e8e-b7f5-83f5d47ec6bb
83500.0,2010,1.2,,2250.0,Renault,028aa53a-2722-4768-ab98-334fdeb213c9
56077.0,2014,1.2,,3800.0,Vauxhall,ebe18008-6fd8-4444-957f-09b2ff4016d7
17837.0,2018,1.0,,6950.0,Toyota,7107eab4-66a6-4565-b049-2cb6de7c3e00
24558.0,2017,1.6,,15850.0,Peugeot,7cc3ceef-f38f-483d-9804-09bf1bf6a8ae
22969.0,2017,1.5,1,7995.0,Mazda,a3b94ebb-61b1-444b-a9d9-05ac73f86ec6
26513.0,2017,1.5,2,12995.0,Nissan,7462c115-a212-45d8-9019-829751935b29
31731.0,2011,1.2,3,3797.0,Ford,dfd04ef8-a2ca-4c94-95cc-e9690a627b74
4241.0,2018,1.0,,6795.0,Toyota,b33a3560-2983-42b5-836d-7dbeb117e55a
38430.0,2014,1.4,2,5400.0,Vauxhall,d1099bd8-fe36-4e71-a370-6fdbf955aee1
33205.0,2017,1.5,,8700.0,Ford,30829010-6d71-41b8-9822-45c35f074ecc
72000.0,2010,1.4,4,3795.0,Volkswagen,7bafa57d-8e9f-4cff-ba14-86ae306ca107
26171.0,2018,1.6,1,16500.0,Kia,6e2fddf3-8543-4a12-ad6b-3bf2e85abb0b
56077.0,2014,1.2,,3800.0,Vauxhall,e8d85bef-8741-4162-8027-a482422f8516
42000.0,2015,1.2,1,5000.0,Vauxhall,011d78d1-9ab3-40af-b32b-085529062619
46000.0,2014,1.4,3,3600.0,Fiat,093c1937-7771-4545-bf46-31bbbaeb8c26
66703.0,2012,1.6,2,6000.0,MINI,ad4697fb-de65-44e2-a74a-7efefc6efb9b
496867.0,2005,1.3,5,700.0,Ford,76ad762f-fa65-4958-aedd-dc6d369ba2f6
35327.0,2017,1.0,1,10990.0,SEAT,92ee0069-68a5-4549-b878-dc77d047b711
123000.0,1993,1.6,2,625.0,Toyota,7104e78f-f572-490a-a819-41788eb13bb5
27416.0,2019,1.4,,9998.0,Vauxhall,2d43e6a4-1286-4d1a-a6dc-22b4c312a399
11070.0,2017,1.5,,10200.0,MINI,fa749050-e6e2-45de-b48c-85abd25ada8f
53301.0,2009,1.2,3,1900.0,Nissan,6acd4bde-b1f0-49a3-877a-e2f004f6a393
31000.0,2008,1.6,,2350.0,Citroen,3bb2361e-aecd-4350-b0a0-525582589e54
24732.0,2015,1.4,2,10250.0,Abarth,0b37a6e2-a630-4052-8eeb-961acf883736
138000.0,2007,2.0,,1150.0,Audi,c1beb06c-a4d9-438e-87be-bc1102f8a6bf
42495.0,2018,1.7,,9698.0,Hyundai,24feafa9-e82c-41a9-99d8-16e36e0d6a00
65000.0,2016,1.5,1,7998.0,Ford,5760fed1-b4c8-463f-ac0e-57d198818ce2
167000.0,2012,2.0,,3990.0,BMW,c8cfaffa-a9e5-44cf-8211-eb2534adac4c
16396.0,2017,1.2,2,15290.0,Toyota,41a39c18-bc26-434d-bc1d-56f2d462c449
57396.0,2017,1.6,,6060.0,Dacia,6afb43ef-e03e-427e-9444-3f46393a8309
7207.0,2019,1.0,,14550.0,Volkswagen,0ab3ae26-bd28-42ea-9bc6-ed3f370fe79f
64000.0,2011,2.0,3,4495.0,Vauxhall,5925ac82-5c7b-42a3-a0ca-ee9128b5125b
51416.0,2015,1.2,,5500.0,Nissan,fe961de7-306f-4857-958b-61e2224018ef
71500.0,2014,1.6,4,4000.0,Ford,6b8323c1-50a9-4583-a7e7-15847f28b368
16817.0,2018,1.6,,12850.0,Nissan,e797c634-e3ba-4ad5-b656-de1335024dd8
42451.0,2013,1.2,,3999.0,Fiat,76b0b490-52c6-44c8-83ac-fa6f1ce1b96a
39111.0,2010,1.4,,3999.0,Fiat,7f491c32-a686-4f2f-8b34-f4ff027f1203
83500.0,2010,1.2,,2250.0,Renault,c85276e1-e358-4d54-ab76-44fa470a2a52
14644.0,2018,1.2,,7200.0,Ford,cca33662-8b60-4bd9-b702-cbaedae6fea9
56077.0,2014,1.2,,3800.0,Vauxhall,52ef5ef8-51fa-4a24-8431-a0d6666111f6
33000.0,2016,1.0,1,7650.0,Hyundai,f5f356c3-433b-442f-a57e-53a5037baac0
32000.0,2015,1.6,,7495.0,Citroen,a87a1d2f-7410-42b2-af74-07423a6c95db
69000.0,2012,2.0,3,7000.0,Audi,533ab4fd-b2b0-4881-a074-85a8de17bf6e
95300.0,2001,3.2,6,8000.0,Mercedes-Benz,dc3a4b8d-dd11-4099-8f75-b80a42c12995
85962.0,2010,2.7,,7490.0,Audi,9ac343af-a0ca-44b5-ab11-808376b93de4
64000.0,2013,1.8,1,7000.0,Audi,a5273ba8-6fc7-4818-9179-3a298b132371
47053.0,2004,3.0,4,7995.0,BMW,f9cb48ff-e96a-4434-901a-8cca6e698e6e
38655.0,2003,5.0,3,7999.0,Mercedes-Benz,cc55c08a-d4c6-4cc9-8b40-3785e71887b9
65000.0,2012,2.1,3,7790.0,Mercedes-Benz,328f1118-0705-4d5f-8e38-6fdc4f2a8e77
39000.0,2013,1.8,3,7979.0,Mazda,738e190a-6049-4c4c-8ac7-ac2fe9bc1676
89000.0,2012,2.0,2,7495.0,BMW,d457a05d-9dc8-476c-9aae-74d0afcf0893
74500.0,2009,1.8,3,7600.0,Mercedes-Benz,3455c837-150c-432c-8e11-56f8d3e59f10
52000.0,2009,2.0,,7485.0,BMW,1ebd8562-903d-4bed-9912-20a835aa77e0
22255.0,2017,1.0,1,8995.0,Peugeot,f64b414b-f6d9-4fec-b601-4135d3b11462
38926.0,2016,1.5,2,9990.0,MINI,f5ad6a96-2063-450b-9ca5-c03ca05515a6
38926.0,2016,1.5,2,9990.0,MINI,4ad14804-a6c1-4f33-976f-16f8d5569f53
53521.0,2015,1.2,1,5750.0,SEAT,a1a995f1-da1a-4eab-acb2-632f4cc93f8e
71126.0,2008,1.1,2,1295.0,Mitsubishi,3bf7e1de-2f64-4e76-a160-56b97e5bb55e
35632.0,2016,1.2,1,6450.0,SEAT,af4660ad-9598-4925-9184-b1d63609e876
124682.0,2006,2.0,,3995.0,Volkswagen,3f6e1233-cc0f-4f9d-8719-0ddef8af8abf
78205.0,2003,2.0,,2495.0,Toyota,363c88ec-063b-410b-8d6d-c1be3c661ec4
50018.0,2015,1.2,1,5240.0,Vauxhall,e32b4b36-e67a-4ab8-abd5-7487a78541f5
115000.0,2004,1.0,,990.0,Toyota,74f74bd9-f54b-4dff-9e43-a133eb48e7ea
35035.0,2017,1.2,2,6495.0,Vauxhall,c0db70a8-caac-4283-a0a7-c3023c9a2978
66000.0,2009,1.0,5,1200.0,Peugeot,84d6cc27-cf31-46d5-aa79-9e286527d22e
137098.0,2012,1.2,4,1500.0,Fiat,99a37ff6-476e-4188-8562-71ac9399116d
38926.0,2016,1.5,2,9990.0,MINI,ace197b4-a3c7-462a-a6c8-e0ed479eec77
23500.0,2017,1.4,,6350.0,Vauxhall,beb50621-2617-424c-a7c1-37589119dbb2
23068.0,2018,1.0,,5950.0,Vauxhall,8a9b0e59-3a15-4cea-a654-f58db71f1668
25448.0,2018,1.4,,7009.0,Vauxhall,69d3ab4b-79b1-4d61-9e9c-721040e9d27b
11818.0,2019,1.2,,10000.0,Hyundai,01b7b153-987d-47db-a4a2-db2ec5607fda
23500.0,2017,1.4,,6350.0,Vauxhall,254a16cc-db13-45e0-ab05-978f205875b6
63131.0,2008,1.4,2,2995.0,SKODA,5652d585-83ec-481f-914c-4f7497a750e8
51514.0,2016,1.6,1,7500.0,SEAT,a4b04337-8ba3-42da-abad-63723da95c20
65222.0,2010,1.4,3,3495.0,Fiat,722fce5b-e718-44ac-9f89-8d7fdd4c69a0
11162.0,2018,1.0,,6495.0,Toyota,2631599d-37de-47eb-b3e9-2a943d47befd
82000.0,2006,2.0,,2995.0,BMW,0ff95897-a6ed-47e4-a85a-36510daae364
59046.0,2016,1.6,,10750.0,Nissan,4a6a1392-41a4-4795-83ca-744c66c621a1
120000.0,2009,1.9,,1690.0,Saab,96b7e66c-def0-4ce6-ae6e-cf7dcdc5ef84
30943.0,2014,1.2,,5050.0,Peugeot,2ec4bed7-cd8e-4e7e-b64c-84e43e04e640
23500.0,2017,1.4,,6350.0,Vauxhall,bb72b950-1a4c-474d-9806-cdf67c308d50
57000.0,2011,1.1,5,1550.0,Mitsubishi,581d5e7d-5f36-42d7-926d-13158abaf193
57020.0,2015,1.7,,7400.0,Hyundai,be1bda4f-9613-472a-acf2-d3b95090aca1
38337.0,2005,1.4,2,1795.0,Ford,cd85acea-d882-442d-955b-fed6d99eb5b1
55207.0,2015,1.6,3,7495.0,Mitsubishi,b2bf36f1-be86-4fc7-b99c-94656490c722
79000.0,2008,1.4,2,999.0,Peugeot,b470d62a-6702-4399-87c4-af242d6ddb5c
175000.0,2005,2.0,5,495.0,Hyundai,cada79cd-7d44-4a78-b2f5-c4c040acba8b
88000.0,2010,1.9,3,2600.0,Renault,7347eb7b-48ac-4e77-9c42-7d90e2469be6
28865.0,2018,1.6,,10400.0,Vauxhall,5a0cfadf-ee01-45ad-bd45-90e376bcbafd
48548.0,2014,1.8,2,8495.0,SEAT,5fefb03c-0ee8-4547-8f2e-475c138de406
28598.0,2015,2.1,2,17000.0,Mercedes-Benz,c31c3e3e-a8dd-4c8e-beee-7a1990ae7b15
45435.0,2016,1.4,,6000.0,Vauxhall,df77da20-a9cd-400b-870b-635cd68e3b18
46567.0,2013,1.8,1,5500.0,Toyota,f18a0408-7f4a-42ad-ba57-da20a7ef451d
53521.0,2015,1.2,1,5750.0,SEAT,e688b09c-4e2a-4333-9a16-11b92515172f
30943.0,2014,1.2,,5050.0,Peugeot,d732edf6-e308-4d16-b838-35ae1f4ca705
27287.0,2009,2.0,4,3795.0,Ford,42b9894b-bf4b-477b-b1b2-1ff1e563c4c9
113000.0,1998,2.0,4,3750.0,Toyota,2b3c0527-e841-492f-90b2-1e37f9a5559f
46567.0,2013,1.8,1,5500.0,Toyota,5c7a2f61-1064-4cad-a752-3547bb4181db
137500.0,2008,2.0,4,2200.0,Volvo,4bc5b14c-d7d2-41cb-9eef-99ccc40c906e
43980.0,2013,2.0,2,5795.0,Vauxhall,6a17b849-b910-449a-a200-48a1da338b70
27396.0,2017,1.4,2,6495.0,Vauxhall,9f00ad31-c40f-43d9-9c59-7b631d8f4b8f
17798.0,2018,1.0,,9850.0,Volkswagen,29bf1e5b-c6cf-483e-abbe-8ea1c990a405
108000.0,2008,1.2,6,2400.0,Fiat,7cac707a-d51a-47f5-b87e-77f57045fac5
46219.0,2013,1.6,2,6995.0,Volvo,95a57b08-f50f-404e-9f11-6571e506d3fb
45435.0,2016,1.4,,6000.0,Vauxhall,c0b005aa-7a60-4b74-8e3f-07aff08b2ec1
45435.0,2016,1.4,,6000.0,Vauxhall,8455a973-408e-4e65-9a2e-a6d2dd0f5c19
23500.0,2017,1.4,,6350.0,Vauxhall,9fff1235-11bd-43c2-8f88-799cba578796
54574.0,2013,1.4,1,4995.0,Alfa Romeo,78e7ec73-60b4-47b7-aa39-3bd6fbe93dee
62165.0,2011,1.2,,3150.0,Vauxhall,9fffd72b-84c1-4165-bbe8-56b9f4b6f7b0
38903.0,2016,1.2,3,6995.0,Peugeot,cfbf291c-6d7c-438a-a0c8-524f8a6b05da
8852.0,2018,1.2,,8500.0,Ford,73ccbd02-5f09-44ad-b735-dc62a12a6ec7
76000.0,2006,1.6,2,2995.0,Volkswagen,868f0aa2-745c-45a5-bada-48a035dabdef
11459.0,2016,1.2,,6300.0,Fiat,fc033da6-40c7-4cf4-9b43-2aa1f82ceff1
66640.0,2017,1.5,1,7495.0,MINI,72615965-e0fe-4f33-8426-ea1ad0893bb0
94522.0,2008,1.2,3,1999.0,Fiat,727c86c8-186d-43f4-a3d6-cbd78cb8574a
131000.0,2005,1.6,5,1195.0,Audi,0a2ddcd7-2800-473b-aff3-76eb01d119f2
89730.0,2007,1.6,,2289.0,MINI,25998c9d-ecc8-41fb-8816-0fd78689819f
45435.0,2016,1.4,,6000.0,Vauxhall,ed690354-cc4a-4700-8206-44d767aba68c
53521.0,2015,1.2,1,5750.0,SEAT,ac3f33de-d955-4c1e-bfe9-7084cd72f2e4
45435.0,2016,1.4,,6000.0,Vauxhall,21dc0b56-128e-4437-8cc9-965ac04c4453
64654.0,2012,1.5,,7000.0,Nissan,a06a016e-22aa-47db-80ea-eabee7cf7e2d
36671.0,2017,1.0,,10500.0,Hyundai,99ba2ae3-d4cd-4f36-b95d-140ef6c5b49a
29920.0,2017,1.4,,6850.0,Vauxhall,8d27c42d-9698-4850-bbd0-a0869fb86f91
94000.0,2002,1.0,2,999.0,Volkswagen,3b963780-cc7c-4d8b-8455-5657f6bb3631
55500.0,2014,1.6,1,5879.0,Peugeot,af08b9b4-c000-4b25-8d55-b5ab5c15f8e9
51353.0,2013,1.5,2,4495.0,Dacia,18d76991-748f-4f3e-b415-aa03d1968741
135600.0,2004,2.5,4,990.0,Nissan,813b05e3-e269-4215-a826-d5ff82d87693
48510.0,2013,1.2,,4200.0,SKODA,e8e06838-b854-4f4e-ba6e-844ca6156312
13990.0,2018,1.1,,8750.0,Ford,764e04a5-c2b9-4105-aa5e-4d80d3ca6aef
59784.0,2006,1.0,3,1395.0,Vauxhall,a37774b6-75e8-4683-a134-fbaf29f2bbea
76000.0,2008,1.4,,1790.0,Vauxhall,67c2fa85-a5bc-4a2e-b44a-b0789618f18e
23500.0,2017,1.4,,6350.0,Vauxhall,e9bb07b4-9431-4899-b4e9-78f103ecc999
53521.0,2015,1.2,1,5750.0,SEAT,1e1ea758-7f6e-459c-ad2a-08177f203b5b
34475.0,2015,1.5,2,7495.0,Nissan,38a4f029-acf4-474d-ae00-30967c04684a
67650.0,2008,1.4,2,1300.0,Vauxhall,948ef6c3-bc7d-42a6-95fd-9ff33e6515e3
57000.0,2011,1.2,,2995.0,Renault,1db1dba7-2233-44d8-bed8-6a23684aa4b2
53883.0,2010,1.4,4,3800.0,SEAT,7755cf4f-eaad-4fe5-aede-c08704981f6a
53780.0,2010,1.6,3,3495.0,Citroen,74228bce-2345-463d-8aea-8104fe415b18
52710.0,2015,1.5,2,6995.0,Nissan,ff894163-8a82-49e4-8871-a6bc7caa54fd
134550.0,2006,2.7,5,6325.0,Porsche,65da7965-876a-4e0f-a248-00b8114c37e3
23484.0,2017,1.5,1,8495.0,Dacia,adfbf642-4b60-4972-a455-372f7eb50c87
65000.0,2010,1.2,3,1700.0,Ford,5e936370-3fbb-426d-b582-f8584c6c10f8
19253.0,2017,1.4,3,9495.0,Fiat,4e6abd97-b4f2-4204-ac74-c1ca1faffcf0
46567.0,2013,1.8,1,5500.0,Toyota,adf356a0-d989-46fb-b0ad-d86514c589f0
28865.0,2018,1.6,,10400.0,Vauxhall,f6eee1bf-e695-4686-807d-d17f3bf479cc
87287.0,2007,2.2,4,3050.0,Toyota,b29d0130-dab4-492f-8db5-f2d49a8fa361
117000.0,1994,2.0,5,4250.0,Volkswagen,8279cef5-14e1-4a00-af55-8aa6f2674caa
32953.0,2015,1.4,2,12495.0,Volkswagen,9025bfe5-54d5-48f5-b709-0398fcfd95fb
37563.0,2013,1.3,,3495.0,Chevrolet,53814475-3050-4312-81aa-358e535bd662
45902.0,2016,1.8,2,9950.0,Volkswagen,166e5bcc-d5b4-48c5-b5a5-5cd9559f2ad0
54936.0,2012,1.6,,4850.0,Citroen,51e2cdc4-de93-4e45-8801-fb88f402f0e1
60000.0,2010,1.6,4,4500.0,MINI,99b2165f-4c89-4402-959c-b9074e639e1d
27575.0,2016,1.5,2,8995.0,Ford,350cc8f8-6809-4f50-a1c2-9e7ed1354d7d
50000.0,2016,1.4,,5350.0,Vauxhall,565c626b-89a6-4121-bbfe-f56f083fcae8
32310.0,2018,1.6,,10200.0,Citroen,ae739980-4768-4639-b71e-1dd633f0576f
76000.0,2008,1.4,,1790.0,Vauxhall,5664a097-5c37-4069-ac34-d8ac8c0aebb1
30943.0,2014,1.2,,5050.0,Peugeot,4a817d96-5bbb-4ee1-b952-ba8b6dce175b
23500.0,2017,1.4,,6350.0,Vauxhall,706d7ef2-5a82-4c5e-b9d5-cdea0a729013
50700.0,2014,1.0,,4900.0,SKODA,b07c8ea2-0fa5-4b49-b34f-95e69c1c99dd
24232.0,2016,1.2,3,6495.0,Renault,ea41dca7-efab-486e-802b-1fbb1b1262ab
23000.0,2017,1.4,,5650.0,Vauxhall,d5df9fc9-1c4d-480a-8db7-2ab97bb3e9d9
33781.0,2015,1.2,,5550.0,Citroen,c1692eed-69c3-4de8-86ca-f471bad66e8c
22212.0,2017,1.6,,12599.0,Hyundai,9b2ee724-5921-4901-8544-e0cc8067bd6a
29541.0,2018,2.0,,10400.0,SEAT,0ba00b59-a332-49eb-b3aa-db3f50d5f742
73000.0,2011,1.4,3,3495.0,Vauxhall,cd032134-08dc-4051-8f83-781265c40ed3
115000.0,2005,1.6,5,750.0,Volkswagen,425ce833-f5e7-46de-b32a-bdfe0f9cdb40
61000.0,2013,1.5,2,3599.0,Renault,ab40827c-04c4-41e1-8b98-5e2c5550675b
27489.0,2018,1.0,,9200.0,Ford,90f31cbc-7afb-4b07-9454-ba0c025bd1b9
120000.0,2009,1.9,,1690.0,Saab,c639cafc-d113-4f84-8b38-3dc34e08151c
23500.0,2017,1.4,,6350.0,Vauxhall,a1b9a19a-464b-4e23-a265-9c1de542a2c3
55500.0,2014,1.6,1,5879.0,Peugeot,46f6ff1f-72bb-432b-b58c-27e01cdb13ef
30000.0,2016,1.9,2,4995.0,MG,0d42493c-37ac-4c3e-90fc-04b751abbe90
133508.0,2009,2.0,,3695.0,Subaru,9ef89b23-52e9-4b34-8808-14fe3506db81
95400.0,2008,1.9,5,2995.0,Volkswagen,017b8db5-00e0-4b98-b8b2-628409928a1e
75200.0,2006,1.4,3,750.0,Peugeot,bcdaa8d4-b31b-4cf4-9617-6efa7a008545
28214.0,2017,2.0,1,13900.0,Ford,adc6c804-d5e3-43e4-b49b-b8810fa2f3ab
138000.0,2008,1.6,2,1750.0,SKODA,81680d90-bc38-4eb9-9a07-4f79178d68d4
6003.0,2019,1.6,,16200.0,Kia,cb3b67f5-65af-40fa-afaf-7e3549c49606
190000.0,2005,1.7,3,995.0,Vauxhall,86df76cd-8ec2-4ae4-909f-75ab0a271913
22000.0,2018,1.4,,8400.0,Vauxhall,2c172d74-8800-4e95-967a-b1fd98693361
33000.0,2016,1.0,2,6500.0,Suzuki,b6fa41cf-da5e-41fe-b852-dabc6e99043d
55500.0,2014,1.6,1,5879.0,Peugeot,e6da9478-7c73-4a40-a8fe-476893499839
17798.0,2018,1.0,,9850.0,Volkswagen,ae5496ae-5f61-4ff6-ad4b-0968b2b4b8cc
57000.0,2018,1.5,1,12650.0,Nissan,bdaa563f-0f6e-4b05-9d27-044bad1ae834
12962.0,2016,1.2,,8495.0,Nissan,d5098b43-04d0-47d5-b9bd-cb2635591455
23128.0,2014,1.2,1,9995.0,Nissan,d8981c5f-6471-445c-a397-e3e8827d0417
29517.0,2016,1.6,,7600.0,Peugeot,dbc24460-0833-4780-b5a8-391a2987f689
113500.0,2002,1.6,4,2599.0,Citroen,28d471e3-be97-4d5f-8c81-37651bcdbb7d
78000.0,2007,2.1,8,3000.0,Mercedes-Benz,bc7d2369-35b0-4543-ab14-7313271dd66d
64545.0,2013,2.0,3,10495.0,Audi,564bb803-1b41-4bdb-9863-ee8b11907247
22263.0,2015,1.2,,6900.0,Peugeot,443a9b46-d848-41ca-9895-e029eae44ab1
